"chapter","ayah","wordpos","utf8","feature","FA","QA","SW"
"29","24","10-2","هُ","pos","PRON","PRON","r---r-"
"29","24","11-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","24","12-0","مِنَ","pos","PREP","P","p--p--"
"29","24","13-0","ٱل","pos","DET","DET","r---d-"
"29","24","13-1","نَّارِ","pos","NOUN","N","nq----"
"29","24","14-0","إِنَّ","pos","PART","ACC","p--a--"
"29","24","15-0","فِى","pos","PREP","P","p--p--"
"29","24","16-0","ذَٰلِكَ","pos","PRON","DEM","nd----"
"29","24","17-0","لَ","pos","PREP","EMPH","p--z--"
"29","24","17-1","ءَايَٰتٍ","pos","NOUN","N","nq----"
"29","24","17-2",,"pos","NSUFF","œ","r---l-"
"29","24","18-0","لِّ","pos","PREP","P","p--p--"
"29","24","18-1","قَوْمٍ","pos","NOUN","N","n$----"
"29","24","19-0","يُؤْمِنُ","pos","V","V","r---a-"
"29","24","19-1","ونَ","pos","PRON","PRON","v-c---"
"29","24","19-2",,"pos","-","œ","r---r-"
"29","24","21",".","pos","END","END","END"
"29","25","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","25","0-1","قَالَ","pos","V","V","v-p---"
"29","25","1-0","إِنَّ","pos","PART","ACC","p--a--"
"29","25","1-1","مَا","pos","-","PREV","p--b--"
"29","25","2-0","ٱتَّخَذْ","pos","NOUN","V","v-p---"
"29","25","2-1","تُم","pos","-","PRON","r---r-"
"29","25","3-0","مِّن","pos","PREP","P","p--p--"
"29","25","4-0","دُونِ","pos","NOUN","N","nv----"
"29","25","5-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","25","6-0","أَوْثَٰنًا","pos","NOUN","N","nq----"
"29","25","6-1",,"pos","CASE","œ","r---k-"
"29","25","7-0","مَّوَدَّةَ","pos","NOUN","N","nm----"
"29","25","7-1",,"pos","NSUFF","œ","r---t-"
"29","25","8-0","بَيْنِ","pos","NOUN","N","nv----"
"29","25","8-1","كُمْ","pos","PRON","PRON","r---r-"
"29","25","9-0","فِى","pos","PREP","P","p--p--"
"29","25","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","25","10-1","حَيَوٰةِ","pos","NOUN","N","nq----"
"29","25","10-2",,"pos","NSUFF","œ","r---t-"
"29","25","11-0","ٱل","pos","DET","DET","r---d-"
"29","25","11-1","دُّنْيَا","pos","NOUN","ADJ","nj----"
"29","25","12-0","ثُمَّ","pos","CONJ","CONJ","p--c--"
"29","25","13-0","يَوْمَ","pos","NOUN","N","nv----"
"29","25","14-0","ٱلْ","pos","DET","DET","r---d-"
"29","25","14-1","قِيَٰمَةِ","pos","NOUN","N","no----"
"29","25","14-2",,"pos","NSUFF","œ","r---t-"
"29","25","15-0","يَكْفُرُ","pos","V","V","r---a-"
"29","25","15-1",,"pos","-","œ","v-c---"
"29","25","16-0","بَعْضُ","pos","NOUN","N","n+----"
"29","25","16-1","كُم","pos","PRON","PRON","r---r-"
"29","25","17-0","بِ","pos","PREP","P","p--p--"
"29","25","17-1","بَعْضٍ","pos","NOUN","N","n+----"
"29","25","18-0","وَ","pos","CONJ","CONJ","p--c--"
"29","25","18-1","يَلْعَنُ","pos","NOUN","V","r---a-"
"29","25","18-2",,"pos","-","œ","v-c---"
"29","25","19-0","بَعْضُ","pos","NOUN","N","n+----"
"29","25","19-1","كُم","pos","PRON","PRON","r---r-"
"29","25","20-0","بَعْضًا","pos","NOUN","N","n+----"
"29","25","20-1",,"pos","CASE","œ","r---k-"
"29","25","21-0","وَ","pos","CONJ","CONJ","p--c--"
"29","25","21-1","مَأْوَىٰ","pos","NOUN","N","nl----"
"29","25","21-2","كُمُ","pos","PRON","PRON","r---r-"
"29","25","22-0","ٱل","pos","DET","DET","r---d-"
"29","25","22-1","نَّارُ","pos","NOUN","N","nq----"
"29","25","23-0","وَ","pos","CONJ","CONJ","p--c--"
"29","25","23-1","مَا","pos","PART","NEG","p--n--"
"29","25","24-0","لَ","pos","PREP","P","p--p--"
"29","25","24-1","كُم","pos","PRON","PRON","np----"
"29","25","25-0","مِّن","pos","PREP","P","p--p--"
"29","25","26-0","نَّٰصِرِينَ","pos","NOUN","N","nu----"
"29","25","26-1",,"pos","NSUFF","œ","r---m-"
"29","25","28",".","pos","END","END","END"
"29","26","0-0","فَ","pos","CONJ","CONJ","p--c--"
"29","26","0-1","ـَٔامَنَ","pos","V","V","v-p---"
"29","26","1-0","لَ","pos","PREP","P","p--p--"
"29","26","1-1","هُۥ","pos","PRON","PRON","np----"
"29","26","2-0","لُوطٌ","pos","NOUN","PN","nn----"
"29","26","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","26","3-1","قَالَ","pos","V","V","v-p---"
"29","26","4-0","إِنِّ","pos","PART","ACC","p--a--"
"29","26","4-1","ى","pos","PRON","PRON","r---r-"
"29","26","5-0","مُهَاجِرٌ","pos","NOUN","N","nu----"
"29","26","6-0","إِلَىٰ","pos","PREP","P","p--p--"
"29","26","7-0","رَبِّ","pos","NOUN","N","nq----"
"29","26","7-1","ىٓ","pos","PRON","PRON","r---y-"
"29","26","8-0","إِنَّ","pos","PART","ACC","p--a--"
"29","26","8-1","هُۥ","pos","PRON","PRON","r---r-"
"29","26","9-0","هُوَ","pos","PRON","PRON","np----"
"29","26","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","26","10-1","عَزِيزُ","pos","NOUN","N","nj----"
"29","26","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","26","11-1","حَكِيمُ","pos","ADJ","ADJ","nj----"
"29","26","13",".","pos","END","END","END"
"29","27","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","0-1","وَهَبْ","pos","V","V","v-p---"
"29","27","0-2","نَا","pos","PRON","PRON","r---r-"
"29","27","1-0","لَ","pos","PREP","P","p--p--"
"29","27","1-1","هُۥٓ","pos","PRON","PRON","np----"
"29","27","2-0","إِسْحَٰقَ","pos","NOUN","PN","nn----"
"29","27","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","3-1","يَعْقُوبَ","pos","NOUN","PN","nn----"
"29","27","4-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","4-1","جَعَلْ","pos","NOUN","V","v-p---"
"29","27","4-2","نَا","pos","PRON","PRON","r---r-"
"29","27","5-0","فِى","pos","PREP","P","p--p--"
"29","27","6-0","ذُرِّيَّتِ","pos","NOUN","N","n$----"
"29","27","6-1","هِ","pos","NSUFF","PRON","r---f-"
"29","27","6-2",,"pos","PRON","œ","r---r-"
"29","27","7-0","ٱل","pos","DET","DET","r---d-"
"29","27","7-1","نُّبُوَّةَ","pos","NOUN","N","ng----"
"29","27","7-2",,"pos","NSUFF","œ","r---t-"
"29","27","8-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","8-1","ٱلْ","pos","DET","DET","r---d-"
"29","27","8-2","كِتَٰبَ","pos","NOUN","N","nq----"
"29","27","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","9-1","ءَاتَيْ","pos","ADJ","V","v-p---"
"29","27","9-2","نَٰ","pos","PRON","PRON","r---r-"
"29","27","9-3","هُ","pos","PRON","PRON","r---r-"
"29","27","10-0","أَجْرَ","pos","V","N","ng----"
"29","27","10-1","هُۥ","pos","PRON","PRON","r---r-"
"29","27","11-0","فِى","pos","PREP","P","p--p--"
"29","27","12-0","ٱل","pos","DET","DET","r---d-"
"29","27","12-1","دُّنْيَا","pos","NOUN","N","nq----"
"29","27","13-0","وَ","pos","CONJ","CONJ","p--c--"
"29","27","13-1","إِنَّ","pos","PART","ACC","p--a--"
"29","27","13-2","هُۥ","pos","PRON","PRON","r---r-"
"29","27","14-0","فِى","pos","PREP","P","p--p--"
"29","27","15-0","ٱلْ","pos","DET","DET","r---d-"
"29","27","15-1","ءَاخِرَةِ","pos","ADJ","N","nq----"
"29","27","15-2",,"pos","NSUFF","œ","r---t-"
"29","27","16-0","لَ","pos","PREP","EMPH","p--z--"
"29","27","16-1","مِنَ","pos","PART","P","p--p--"
"29","27","17-0","ٱل","pos","DET","DET","r---d-"
"29","27","17-1","صَّٰلِحِينَ","pos","NOUN","N","nu----"
"29","27","17-2",,"pos","NSUFF","œ","r---m-"
"29","27","19",".","pos","END","END","END"
"29","28","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","28","0-1","لُوطًا","pos","NOUN","PN","nn----"
"29","28","0-2",,"pos","CASE","œ","r---k-"
"29","28","1-0","إِذْ","pos","PART","T","nv----"
"29","28","2-0","قَالَ","pos","V","V","v-p---"
"29","28","3-0","لِ","pos","PREP","P","p--p--"
"29","28","3-1","قَوْمِ","pos","NOUN","N","n$----"
"29","28","3-2","هِۦٓ","pos","PRON","PRON","r---r-"
"29","28","4-0","إِنَّ","pos","PART","ACC","p--a--"
"29","28","4-1","كُمْ","pos","PRON","PRON","r---r-"
"29","28","5-0","لَ","pos","PREP","EMPH","p--z--"
"29","28","5-1","تَأْتُ","pos","V","V","r---a-"
"29","28","5-2","ونَ","pos","-","PRON","v-c---"
"29","28","5-3",,"pos","-","œ","r---r-"
"29","28","6-0","ٱلْ","pos","DET","DET","r---d-"
"29","28","6-1","فَٰحِشَةَ","pos","NOUN","N","nu----"
"29","28","6-2",,"pos","NSUFF","œ","r---t-"
"29","28","7-0","مَا","pos","PART","NEG","p--n--"
"29","28","8-0","سَبَقَ","pos","V","V","v-p---"
"29","28","8-1","كُم","pos","PRON","PRON","r---r-"
"29","28","9-0","بِ","pos","PREP","P","p--p--"
"29","28","9-1","هَا","pos","PRON","PRON","np----"
"29","28","10-0","مِنْ","pos","PREP","P","p--p--"
"29","28","11-0","أَحَدٍ","pos","NOUN","N","n+----"
"29","28","12-0","مِّنَ","pos","PREP","P","p--p--"
"29","28","13-0","ٱلْ","pos","DET","DET","r---d-"
"29","28","13-1","عَٰلَمِينَ","pos","NOUN","N","n#----"
"29","28","13-2",,"pos","NSUFF","œ","r---m-"
"29","28","15",".","pos","END","END","END"
"29","29","0-0","أَ","pos","NOUN","INTG","p--i--"
"29","29","0-1","ئِنَّ","pos","-","ACC","p--a--"
"29","29","0-2","كُمْ","pos","-","PRON","r---r-"
"29","29","1-0","لَ","pos","PREP","EMPH","p--z--"
"29","29","1-1","تَأْتُ","pos","V","V","r---a-"
"29","29","1-2","ونَ","pos","-","PRON","v-c---"
"29","29","1-3",,"pos","-","œ","r---r-"
"29","29","2-0","ٱل","pos","DET","DET","r---d-"
"29","29","2-1","رِّجَالَ","pos","NOUN","N","nq----"
"29","29","3-0","وَ","pos","CONJ","CONJ","p--c--"
"29","29","3-1","تَقْطَعُ","pos","V","V","r---a-"
"29","29","3-2","ونَ","pos","PRON","PRON","v-c---"
"29","29","3-3",,"pos","-","œ","r---r-"
"29","29","4-0","ٱل","pos","DET","DET","r---d-"
"29","29","4-1","سَّبِيلَ","pos","NOUN","N","nl----"
"29","29","5-0","وَ","pos","CONJ","CONJ","p--c--"
"29","29","5-1","تَأْتُ","pos","V","V","r---a-"
"29","29","5-2","ونَ","pos","PRON","PRON","v-c---"
"29","29","5-3",,"pos","-","œ","r---r-"
"29","29","6-0","فِى","pos","PREP","P","p--p--"
"29","29","7-0","نَادِي","pos","NOUN","N","nl----"
"29","29","7-1","كُمُ","pos","PRON","PRON","r---r-"
"29","29","8-0","ٱلْ","pos","DET","DET","r---d-"
"29","29","8-1","مُنكَرَ","pos","ADJ","N","nk----"
"29","29","9-0","فَ","pos","CONJ","CONJ","p--c--"
"29","29","9-1","مَا","pos","PART","NEG","p--n--"
"29","29","10-0","كَانَ","pos","V","V","v-p---"
"29","29","11-0","جَوَابَ","pos","NOUN","N","nq----"
"29","29","12-0","قَوْمِ","pos","NOUN","N","n$----"
"29","29","12-1","هِۦٓ","pos","PRON","PRON","r---r-"
"29","29","13-0","إِلَّآ","pos","PART","RES","p--x--"
"29","29","14-0","أَن","pos","PART","SUB","p--g--"
"29","29","15-0","قَالُ","pos","V","V","v-p---"
"29","29","15-1","وا۟","pos","PRON","PRON","r---r-"
"29","29","16-0","ٱئْتِ","pos","V","V","v-i---"
"29","29","16-1","نَا","pos","-","PRON","r---r-"
"29","29","17-0","بِ","pos","PREP","P","p--p--"
"29","29","17-1","عَذَابِ","pos","NOUN","N","ng----"
"29","29","18-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","29","19-0","إِن","pos","PART","COND","p--k--"
"29","29","20-0","كُن","pos","NOUN","V","v-p---"
"29","29","20-1","تَ","pos","-","PRON","r---f-"
"29","29","21-0","مِنَ","pos","PREP","P","p--p--"
"29","29","22-0","ٱل","pos","DET","DET","r---d-"
"29","29","22-1","صَّٰدِقِينَ","pos","NOUN","N","nu----"
"29","29","22-2",,"pos","NSUFF","œ","r---m-"
"29","29","24",".","pos","END","END","END"
"29","3","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","3","0-1","لَ","pos","PART","EMPH","p--b--"
"29","3","0-2","قَدْ","pos","-","CERT","p--b--"
"29","3","1-0","فَتَ","pos","NOUN","V","v-p---"
"29","3","1-1","نَّا","pos","CASE","PRON","r---r-"
"29","3","2-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","3","3-0","مِن","pos","PREP","P","p--p--"
"29","3","4-0","قَبْلِ","pos","NOUN","N","nv----"
"29","3","4-1","هِمْ","pos","PRON","PRON","r---r-"
"29","3","5-0","فَ","pos","NOUN","CONJ","p--c--"
"29","3","5-1","لَ","pos","-","EMPH","p--z--"
"29","3","5-2","يَعْلَمَ","pos","-","V","r---a-"
"29","3","5-3","نَّ","pos","-","EMPH","v-c---"
"29","3","5-4",,"pos","-","œ","r---z-"
"29","3","6-0","ٱللَّهُ","pos","NOUN","PN","nn----"
"29","3","7-0","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","3","8-0","صَدَقُ","pos","V","V","v-p---"
"29","3","8-1","وا۟","pos","PRON","PRON","r---r-"
"29","3","9-0","وَ","pos","NOUN","CONJ","p--c--"
"29","3","9-1","لَ","pos","-","EMPH","p--z--"
"29","3","9-2","يَعْلَمَ","pos","-","V","r---a-"
"29","3","9-3","نَّ","pos","-","EMPH","v-c---"
"29","3","9-4",,"pos","-","œ","r---z-"
"29","3","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","3","10-1","كَٰذِبِينَ","pos","NOUN","N","nu----"
"29","3","10-2",,"pos","NSUFF","œ","r---m-"
"29","3","12",".","pos","END","END","END"
"29","30","0-0","قَالَ","pos","V","V","v-p---"
"29","30","1-0","رَبِّ","pos","NOUN","N","nq----"
"29","30","1-1",,"pos","-","PRON","r---r-"
"29","30","2-0","ٱنصُرْ","pos","NOUN","V","v-i---"
"29","30","2-1","نِى","pos","-","PRON","r---n-"
"29","30","2-2",,"pos","-","œ","r---r-"
"29","30","3-0","عَلَى","pos","PREP","P","p--p--"
"29","30","4-0","ٱلْ","pos","DET","DET","r---d-"
"29","30","4-1","قَوْمِ","pos","NOUN","N","n$----"
"29","30","5-0","ٱلْ","pos","DET","DET","r---d-"
"29","30","5-1","مُفْسِدِينَ","pos","ADJ","N","nu----"
"29","30","5-2",,"pos","NSUFF","œ","r---m-"
"29","30","7",".","pos","END","END","END"
"29","31","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","31","0-1","لَمَّا","pos","PART","T","nv----"
"29","31","1-0","جَآءَتْ","pos","V","V","v-p---"
"29","31","1-1",,"pos","PRON","œ","r---f-"
"29","31","2-0","رُسُلُ","pos","NOUN","N","nj----"
"29","31","2-1","نَآ","pos","PRON","PRON","r---r-"
"29","31","3-0","إِبْرَٰهِيمَ","pos","NOUN","PN","nn----"
"29","31","4-0","بِ","pos","PREP","P","p--p--"
"29","31","4-1","ٱلْ","pos","DET","DET","r---d-"
"29","31","4-2","بُشْرَىٰ","pos","NOUN","N","ng----"
"29","31","5-0","قَالُ","pos","V","V","v-p---"
"29","31","5-1","وٓا۟","pos","PRON","PRON","r---r-"
"29","31","6-0","إِنَّ","pos","PART","ACC","p--a--"
"29","31","6-1","ا","pos","PRON","PRON","r---r-"
"29","31","7-0","مُهْلِكُوٓا۟","pos","ADJ","N","nu----"
"29","31","7-1",,"pos","-","œ","r---m-"
"29","31","8-0","أَهْلِ","pos","NOUN","N","n$----"
"29","31","9-0","هَٰذِهِ","pos","PRON","DEM","nd----"
"29","31","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","31","10-1","قَرْيَةِ","pos","NOUN","N","nl----"
"29","31","10-2",,"pos","NSUFF","œ","r---t-"
"29","31","11-0","إِنَّ","pos","PART","ACC","p--a--"
"29","31","12-0","أَهْلَ","pos","NOUN","N","n$----"
"29","31","12-1","هَا","pos","PRON","PRON","r---r-"
"29","31","13-0","كَانُ","pos","V","V","v-p---"
"29","31","13-1","وا۟","pos","PRON","PRON","r---r-"
"29","31","14-0","ظَٰلِمِينَ","pos","ADJ","N","nu----"
"29","31","14-1",,"pos","NSUFF","œ","r---m-"
"29","31","16",".","pos","END","END","END"
"29","32","0-0","قَالَ","pos","V","V","v-p---"
"29","32","1-0","إِنَّ","pos","PART","ACC","p--a--"
"29","32","2-0","فِي","pos","PREP","P","p--p--"
"29","32","2-1","هَا","pos","PRON","PRON","r---r-"
"29","32","3-0","لُوطًا","pos","NOUN","PN","nn----"
"29","32","3-1",,"pos","CASE","œ","r---k-"
"29","32","4-0","قَالُ","pos","V","V","v-p---"
"29","32","4-1","وا۟","pos","PRON","PRON","r---r-"
"29","32","5-0","نَحْنُ","pos","PRON","PRON","np----"
"29","32","6-0","أَعْلَمُ","pos","NOUN","N","n@----"
"29","32","7-0","بِ","pos","PREP","P","p--p--"
"29","32","7-1","مَن","pos","PART","REL","nr----"
"29","32","8-0","فِي","pos","PREP","P","p--p--"
"29","32","8-1","هَا","pos","PRON","PRON","r---r-"
"29","32","9-0","لَ","pos","NOUN","EMPH","p--z--"
"29","32","9-1","نُنَجِّيَ","pos","-","V","r---a-"
"29","32","9-2","نَّ","pos","-","EMPH","v-c---"
"29","32","9-3","هُۥ","pos","-","PRON","r---z-"
"29","32","9-4",,"pos","-","œ","r---r-"
"29","32","10-0","وَ","pos","CONJ","CONJ","p--c--"
"29","32","10-1","أَهْلَ","pos","NOUN","N","n$----"
"29","32","10-2","هُۥٓ","pos","PRON","PRON","r---r-"
"29","32","11-0","إِلَّا","pos","PART","RES","p--x--"
"29","32","12-0","ٱمْرَأَتَ","pos","NOUN","N","nq----"
"29","32","12-1","هُۥ","pos","NSUFF","PRON","r---f-"
"29","32","12-2",,"pos","PRON","œ","r---r-"
"29","32","13-0","كَانَتْ","pos","V","V","v-p---"
"29","32","13-1",,"pos","PRON","œ","r---f-"
"29","32","14-0","مِنَ","pos","PREP","P","p--p--"
"29","32","15-0","ٱلْ","pos","DET","DET","r---d-"
"29","32","15-1","غَٰبِرِينَ","pos","NOUN","N","nu----"
"29","32","15-2",,"pos","NSUFF","œ","r---m-"
"29","32","17",".","pos","END","END","END"
"29","33","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","33","0-1","لَمَّآ","pos","PART","T","nv----"
"29","33","1-0","أَن","pos","PART","SUB","p--g--"
"29","33","2-0","جَآءَتْ","pos","V","V","v-p---"
"29","33","2-1",,"pos","PRON","œ","r---f-"
"29","33","3-0","رُسُلُ","pos","NOUN","N","nj----"
"29","33","3-1","نَا","pos","PRON","PRON","r---r-"
"29","33","4-0","لُوطًا","pos","NOUN","PN","nn----"
"29","33","4-1",,"pos","CASE","œ","r---k-"
"29","33","5-0","سِىٓءَ","pos","ADJ","V","v-p---"
"29","33","6-0","بِ","pos","PREP","P","p--p--"
"29","33","6-1","هِمْ","pos","PRON","PRON","np----"
"29","33","7-0","وَ","pos","CONJ","CONJ","p--c--"
"29","33","7-1","ضَاقَ","pos","V","V","v-p---"
"29","33","8-0","بِ","pos","PREP","P","p--p--"
"29","33","8-1","هِمْ","pos","PRON","PRON","np----"
"29","33","9-0","ذَرْعًا","pos","NOUN","N","ng----"
"29","33","9-1",,"pos","CASE","œ","r---k-"
"29","33","10-0","وَ","pos","CONJ","CONJ","p--c--"
"29","33","10-1","قَالُ","pos","V","V","v-p---"
"29","33","10-2","وا۟","pos","PRON","PRON","r---r-"
"29","33","11-0","لَا","pos","PART","NEG","p--n--"
"29","33","12-0","تَخَفْ","pos","V","V","r---a-"
"29","33","12-1",,"pos","-","œ","v-c---"
"29","33","13-0","وَ","pos","CONJ","CONJ","p--c--"
"29","33","13-1","لَا","pos","PART","PRO","p--n--"
"29","33","14-0","تَحْزَنْ","pos","V","V","r---a-"
"29","33","14-1",,"pos","-","œ","v-c---"
"29","33","15-0","إِنَّ","pos","PART","ACC","p--a--"
"29","33","15-1","ا","pos","PRON","PRON","r---r-"
"29","33","16-0","مُنَجُّو","pos","NOUN","N","nu----"
"29","33","16-1","كَ","pos","PRON","PRON","r---m-"
"29","33","16-2",,"pos","-","œ","r---r-"
"29","33","17-0","وَ","pos","CONJ","CONJ","p--c--"
"29","33","17-1","أَهْلَ","pos","V","N","n$----"
"29","33","17-2","كَ","pos","-","PRON","r---r-"
"29","33","18-0","إِلَّا","pos","PART","RES","p--x--"
"29","33","19-0","ٱمْرَأَتَ","pos","NOUN","N","nq----"
"29","33","19-1","كَ","pos","NSUFF","PRON","r---f-"
"29","33","19-2",,"pos","PRON","œ","r---r-"
"29","33","20-0","كَانَتْ","pos","V","V","v-p---"
"29","33","20-1",,"pos","PRON","œ","r---f-"
"29","33","21-0","مِنَ","pos","PREP","P","p--p--"
"29","33","22-0","ٱلْ","pos","DET","DET","r---d-"
"29","33","22-1","غَٰبِرِينَ","pos","NOUN","N","nu----"
"29","33","22-2",,"pos","NSUFF","œ","r---m-"
"29","33","24",".","pos","END","END","END"
"29","34","0-0","إِنَّ","pos","PART","ACC","p--a--"
"29","34","0-1","ا","pos","PRON","PRON","r---r-"
"29","34","1-0","مُنزِلُونَ","pos","NOUN","N","nu----"
"29","34","1-1",,"pos","NSUFF","œ","r---m-"
"29","34","2-0","عَلَىٰٓ","pos","PREP","P","p--p--"
"29","34","3-0","أَهْلِ","pos","NOUN","N","n$----"
"29","34","4-0","هَٰذِهِ","pos","PRON","DEM","nd----"
"29","34","5-0","ٱلْ","pos","DET","DET","r---d-"
"29","34","5-1","قَرْيَةِ","pos","NOUN","N","nl----"
"29","34","5-2",,"pos","NSUFF","œ","r---t-"
"29","34","6-0","رِجْزًا","pos","NOUN","N","nq----"
"29","34","6-1",,"pos","CASE","œ","r---k-"
"29","34","7-0","مِّنَ","pos","PREP","P","p--p--"
"29","34","8-0","ٱل","pos","DET","DET","r---d-"
"29","34","8-1","سَّمَآءِ","pos","NOUN","N","nq----"
"29","34","9-0","بِ","pos","PREP","P","p--p--"
"29","34","9-1","مَا","pos","PART","REL","nr----"
"29","34","10-0","كَانُ","pos","V","V","v-p---"
"29","34","10-1","وا۟","pos","PRON","PRON","r---r-"
"29","34","11-0","يَفْسُقُ","pos","NOUN","V","r---a-"
"29","34","11-1","ونَ","pos","NSUFF","PRON","v-c---"
"29","34","11-2",,"pos","-","œ","r---r-"
"29","34","13",".","pos","END","END","END"
"29","35","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","35","0-1","لَ","pos","PART","EMPH","p--z--"
"29","35","0-2","قَد","pos","-","CERT","p--b--"
"29","35","1-0","تَّرَكْ","pos","V","V","v-p---"
"29","35","1-1","نَا","pos","PRON","PRON","r---r-"
"29","35","2-0","مِنْ","pos","NOUN","P","p--p--"
"29","35","2-1","هَآ","pos","-","PRON","r---r-"
"29","35","3-0","ءَايَةًۢ","pos","NOUN","N","nq----"
"29","35","3-1",,"pos","NSUFF","œ","r---t-"
"29","35","4-0","بَيِّنَةً","pos","NOUN","ADJ","nj----"
"29","35","4-1",,"pos","NSUFF","œ","r---t-"
"29","35","5-0","لِّ","pos","PREP","P","p--p--"
"29","35","5-1","قَوْمٍ","pos","NOUN","N","n$----"
"29","35","6-0","يَعْقِلُ","pos","V","V","r---a-"
"29","35","6-1","ونَ","pos","PRON","PRON","v-c---"
"29","35","6-2",,"pos","-","œ","r---r-"
"29","35","8",".","pos","END","END","END"
"29","36","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","36","0-1","إِلَىٰ","pos","PREP","P","p--p--"
"29","36","1-0","مَدْيَنَ","pos","NOUN","PN","nn----"
"29","36","2-0","أَخَا","pos","NOUN","N","nf----"
"29","36","2-1","هُمْ","pos","PRON","PRON","r---r-"
"29","36","3-0","شُعَيْبًا","pos","NOUN","PN","nn----"
"29","36","3-1",,"pos","CASE","œ","r---k-"
"29","36","4-0","فَ","pos","CONJ","CONJ","p--c--"
"29","36","4-1","قَالَ","pos","V","V","v-p---"
"29","36","5-0","يَٰ","pos","PART","VOC","p--v--"
"29","36","6-0","قَوْمِ","pos","NOUN","N","n$----"
"29","36","6-1",,"pos","-","PRON","r---r-"
"29","36","7-0","ٱعْبُدُ","pos","V","V","v-i---"
"29","36","7-1","وا۟","pos","PRON","PRON","r---r-"
"29","36","8-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","36","9-0","وَ","pos","CONJ","CONJ","p--c--"
"29","36","9-1","ٱرْجُ","pos","V","V","v-i---"
"29","36","9-2","وا۟","pos","PRON","PRON","r---r-"
"29","36","10-0","ٱلْ","pos","DET","DET","r---d-"
"29","36","10-1","يَوْمَ","pos","NOUN","N","nv----"
"29","36","11-0","ٱلْ","pos","DET","DET","r---d-"
"29","36","11-1","ءَاخِرَ","pos","ADJ","N","nj----"
"29","36","12-0","وَ","pos","CONJ","CONJ","p--c--"
"29","36","12-1","لَا","pos","PART","PRO","p--j--"
"29","36","13-0","تَعْثَ","pos","V","V","r---a-"
"29","36","13-1","وْا۟","pos","PRON","PRON","v-c---"
"29","36","13-2",,"pos","-","œ","r---r-"
"29","36","14-0","فِى","pos","PREP","P","p--p--"
"29","36","15-0","ٱلْ","pos","DET","DET","r---d-"
"29","36","15-1","أَرْضِ","pos","NOUN","N","nn----"
"29","36","16-0","مُفْسِدِينَ","pos","NOUN","N","nu----"
"29","36","16-1",,"pos","NSUFF","œ","r---m-"
"29","36","18",".","pos","END","END","END"
"29","37","0-0","فَ","pos","NOUN","REM","p--c--"
"29","37","0-1","كَذَّبُ","pos","-","V","v-p---"
"29","37","0-2","و","pos","-","PRON","r---r-"
"29","37","0-3","هُ","pos","-","PRON","r---r-"
"29","37","1-0","فَ","pos","CONJ","REM","p--c--"
"29","37","1-1","أَخَذَتْ","pos","V","V","v-p---"
"29","37","1-2","هُمُ","pos","PRON","PRON","r---r-"
"29","37","1-3",,"pos","PRON","œ","r---r-"
"29","37","2-0","ٱل","pos","DET","DET","r---d-"
"29","37","2-1","رَّجْفَةُ","pos","NOUN","N","no----"
"29","37","2-2",,"pos","NSUFF","œ","r---t-"
"29","37","3-0","فَ","pos","CONJ","CONJ","p--c--"
"29","37","3-1","أَصْبَحُ","pos","V","V","v-p---"
"29","37","3-2","وا۟","pos","PRON","PRON","r---r-"
"29","37","4-0","فِى","pos","PREP","P","p--p--"
"29","37","5-0","دَارِ","pos","NOUN","N","nl----"
"29","37","5-1","هِمْ","pos","PRON","PRON","r---r-"
"29","37","6-0","جَٰثِمِينَ","pos","ADJ","N","nu----"
"29","37","6-1",,"pos","NSUFF","œ","r---m-"
"29","37","8",".","pos","END","END","END"
"29","38","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","38","0-1","عَادًا","pos","V","PN","nn----"
"29","38","0-2",,"pos","PRON","œ","r---k-"
"29","38","1-0","وَ","pos","CONJ","CONJ","p--c--"
"29","38","1-1","ثَمُودَا۟","pos","V","PN","nn----"
"29","38","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","38","2-1","قَد","pos","PART","CERT","p--b--"
